time,tempr
2021-11-08,6.747346854545455
2021-11-09,4.565111977916667
2021-11-10,6.895528779166667
2021-11-11,7.852612116666666
2021-11-12,7.993862120833334
2021-11-13,9.360528808333333
2021-11-14,9.389695625
2021-11-15,5.831778675
2021-11-16,5.307611933333333
2021-11-17,5.576778604166667
2021-11-18,6.2655287374999995
2021-11-19,6.693028733333333
2021-11-20,6.615945366666666
2021-11-21,6.724278704166667
2021-11-22,6.633862008333334
2021-11-23,2.4309453262500003
2021-11-24,1.4109453072916667
2021-11-25,2.257195279041667
2021-11-26,3.2167786129166664
2021-11-27,3.715945215416667
2021-11-28,2.0659453208333334
2021-11-29,2.0134452469166666
2021-11-30,3.4392786183333333
2021-12-01,7.978445429166666
2021-12-02,3.6726119012500003
2021-12-03,1.6063619601666665
2021-12-04,6.9180287625000005
2021-12-05,3.389278591666667
2021-12-06,2.7096952375
2021-12-07,4.282611875
2021-12-08,4.892195208333333
2021-12-09,3.1921952587500004
2021-12-10,2.2371952810833333
2021-12-11,2.510111965833333
2021-12-12,2.926361911575
2021-12-13,4.671778620833334
2021-12-14,4.5834453108333335
2021-12-15,4.1359452249999995
2021-12-16,3.6917785416666664
2021-12-17,0.9105286362083334
2021-12-18,1.01177864875
2021-12-19,1.0809453166666667
2021-12-20,0.9105286222000001
2021-12-21,-1.4632214066666667
2021-12-22,-1.1057214149999999
2021-12-23,3.066778615
2021-12-24,7.450528741666667
2021-12-25,8.4109454875
2021-12-26,6.760112108333334
2021-12-27,7.133862166666667
2021-12-28,9.5667789625
2021-12-29,9.395528854166667
2021-12-30,12.667195708333333
2021-12-31,10.165112254166667
2022-01-01,8.915945445833334
2022-01-02,10.3609455625
2022-01-03,11.333862375
2022-01-04,11.512612183333333
2022-01-05,3.6555286000000002
2022-01-06,2.064695287833333
2022-01-07,1.6234452529166667
2022-01-08,3.782611933625
2022-01-09,3.7688619083333332
2022-01-10,1.7713619441666666
2022-01-11,0.21552863541666667
2022-01-12,-1.4153047558333334
2022-01-13,-0.4007213891666666
2022-01-14,1.863028595625
2022-01-15,2.5042786542499997
2022-01-16,2.9342785799999995
2022-01-17,4.421361920833333
2022-01-18,2.7296952408333333
2022-01-19,2.3330286335833335
2022-01-20,2.3117786308333335
2022-01-21,0.343028635
2022-01-22,1.9159452977500002
2022-01-23,2.234695300708333
2022-01-24,1.9267786379166667
2022-01-25,3.288028570375
2022-01-26,3.5434451933333335
2022-01-27,3.012611925
2022-01-28,3.7109451625
2022-01-29,4.7992786325
2022-01-30,6.1830285625
2022-01-31,3.2288619124999998
2022-02-01,3.12636195875
2022-02-02,7.107195445833334
2022-02-03,8.302612129166667
2022-02-04,7.5205287375
2022-02-05,4.0496952933333334
2022-02-06,5.895111995833333
2022-02-07,4.590528591666667
2022-02-08,4.828028707083333
2022-02-09,6.286362083333334
2022-02-10,7.625112170833333
2022-02-11,4.7913619333333335
2022-02-12,3.1867786541666665
2022-02-13,5.610528698333333
2022-02-14,5.135945354916667
2022-02-15,5.805111895833334
2022-02-16,8.72261215
2022-02-17,10.494279020833334
2022-02-18,10.790945470833334
2022-02-19,6.082611975
2022-02-20,8.141778791666667
2022-02-21,6.628862016666666
2022-02-22,6.370528741666667
2022-02-23,9.023862229166667
2022-02-24,8.529695466666666
2022-02-25,4.423028630416667
2022-02-26,3.5001119387500004
2022-02-27,3.199695327
2022-02-28,3.3913620533333333
2022-03-01,4.6726120252916665
2022-03-02,6.136778753333334
2022-03-03,7.399695395833334
2022-03-04,4.257195358333333
2022-03-05,2.9746953270833334
2022-03-06,2.30386201175
2022-03-07,1.8251119270833334
2022-03-08,3.1401120429166665
2022-03-09,6.144278780416666
2022-03-10,7.6501121083333326
2022-03-11,7.830528810833333
2022-03-12,8.831778791666666
2022-03-13,10.013028879166667
2022-03-14,10.47511225
2022-03-15,12.9884456625
2022-03-16,13.9851124375
2022-03-17,11.755945645833334
2022-03-18,10.524695508333332
2022-03-19,9.5034455375
2022-03-20,10.606362020833334
2022-03-21,10.058445416666666
2022-03-22,10.8517787875
2022-03-23,11.577195662500001
2022-03-24,12.69344575
2022-03-25,12.309695658333332
2022-03-26,11.595945629166666
2022-03-27,12.492195679166665
2022-03-28,14.4809457875
2022-03-29,15.421362375000001
2022-03-30,12.255529000000001
2022-03-31,9.217195483333333
2022-04-01,3.5505286
2022-04-02,2.1255286270833333
2022-04-03,3.93427858525
2022-04-04,5.030112107
2022-04-05,10.184695554166668
2022-04-06,11.13427895
2022-04-07,11.978029
2022-04-08,11.029278962500001
2022-04-09,6.0351120541666665
2022-04-10,7.091362133333334
2022-04-11,10.676778979166668
2022-04-12,15.775945816666665
2022-04-13,18.385945875
2022-04-14,15.973445937500001
2022-04-15,15.159279125
2022-04-16,11.920945504166667
2022-04-17,10.3892788375
2022-04-18,10.920112366666666
2022-04-19,12.685112325
2022-04-20,13.095112383333332
2022-04-21,11.573445512500001
2022-04-22,12.355112225
2022-04-23,13.653445812500001
2022-04-24,11.734695633333333
2022-04-25,11.864279020833335
2022-04-26,11.416779041666667
2022-04-27,12.0221956375
2022-04-28,13.026362212499999
2022-04-29,13.835945704166667
2022-04-30,13.629695729166668
2022-05-01,12.583862400000001
2022-05-02,14.525112666666667
2022-05-03,15.374695770833334
2022-05-04,15.162195729166667
2022-05-05,12.662612354166667
2022-05-06,14.44844575
2022-05-07,15.517195833333332
2022-05-08,15.7038625
2022-05-09,16.966779166666665
2022-05-10,19.747612375
2022-05-11,21.693862375
2022-05-12,20.346362625
2022-05-13,19.592612708333334
2022-05-14,18.633862375
2022-05-15,21.832612333333334
2022-05-16,21.014279416666668
2022-05-17,21.582196041666666
2022-05-18,22.671362625
2022-05-19,23.109695875
2022-05-20,25.511362791666667
2022-05-21,20.805945958333336
2022-05-22,21.063862833333335
2022-05-23,21.65886275
2022-05-24,16.9992794375
2022-05-25,17.374696041666667
2022-05-26,17.977612625000003
2022-05-27,18.918862666666666
2022-05-28,15.542612541666665
2022-05-29,13.473028999999999
2022-05-30,13.987612391666666
2022-05-31,17.450945729166666
2022-06-01,17.851779270833333
2022-06-02,20.10052895833333
2022-06-03,21.384279708333334
2022-06-04,23.720112708333332
2022-06-05,21.917612666666667
2022-06-06,20.071778958333333
2022-06-07,17.925112458333334
2022-06-08,16.950528708333334
2022-06-09,15.550112416666666
2022-06-10,18.353862875
2022-06-11,21.742195916666663
2022-06-12,24.225945874999997
2022-06-13,21.310945875
2022-06-14,20.814695750000002
2022-06-15,24.709695999999997
2022-06-16,26.16552929166667
2022-06-17,24.54469591666667
2022-06-18,26.928445625
2022-06-19,29.302195916666665
2022-06-20,26.094695875
2022-06-21,24.97719591666667
2022-06-22,23.313029125
2022-06-23,24.8605295
2022-06-24,18.930945666666666
2022-06-25,21.183445833333334
2022-06-26,24.15927925
2022-06-27,20.865112416666665
2022-06-28,21.674695833333335
2022-06-29,22.686779375
2022-06-30,22.499695812499997
2022-07-01,16.368445854166666
2022-07-02,20.817612666666665
2022-07-03,24.455529333333335
2022-07-04,22.6517795
2022-07-05,23.312196
2022-07-06,20.463029333333335
2022-07-07,20.3755291875
2022-07-08,18.815529208333334
2022-07-09,21.2584458125
2022-07-10,19.655112666666668
2022-07-11,20.550529083333334
2022-07-12,22.560112729166665
2022-07-13,24.807195958333335
2022-07-14,28.264696125
2022-07-15,22.49219604166667
2022-07-16,21.706779166666667
2022-07-17,22.562195791666667
2022-07-18,25.3742795
2022-07-19,27.448445875
2022-07-20,28.19552929166667
2022-07-21,24.785529125
2022-07-22,25.881779291666664
2022-07-23,25.344279291666666
2022-07-24,25.946779333333335
2022-07-25,27.74011270833333
2022-07-26,24.325529
2022-07-27,21.59052925
2022-07-28,22.38344591666667
2022-07-29,23.193029208333332
2022-07-30,23.383862375000003
2022-07-31,25.108862416666668
2022-08-01,25.538862416666664
2022-08-02,25.190946
2022-08-03,27.045112791666668
2022-08-04,29.491362666666664
2022-08-05,28.59052925
2022-08-06,21.603862583333335
2022-08-07,21.0271959375
2022-08-08,21.929279374999997
2022-08-09,22.849695875
2022-08-10,22.450112583333333
2022-08-11,22.573862520833334
2022-08-12,22.188029583333332
2022-08-13,21.656779270833336
2022-08-14,21.89677920833333
2022-08-15,21.044695875
2022-08-16,23.83636279166667
2022-08-17,24.04177925
2022-08-18,19.800946125
2022-08-19,20.347612458333334
2022-08-20,20.519279291666667
2022-08-21,21.332612583333333
2022-08-22,22.400946
2022-08-23,22.9726125
2022-08-24,23.108445791666668
2022-08-25,23.793445666666667
2022-08-26,23.825112583333333
2022-08-27,21.069696
2022-08-28,21.058029291666667
2022-08-29,22.218862625
2022-08-30,23.478445875000002
2022-08-31,20.641362291666667
2022-09-01,19.458862541666665
2022-09-02,20.055945895833332
2022-09-03,20.286362458333333
2022-09-04,21.836362583333337
2022-09-05,23.10219591666667
2022-09-06,25.240529374999998
2022-09-07,23.036779
2022-09-08,19.579696083333335
2022-09-09,17.90469583333333
2022-09-10,16.986362458333332
2022-09-11,18.296362833333333
2022-09-12,19.101779125
2022-09-13,22.158029208333332
2022-09-14,22.660112375
2022-09-15,18.904279104166665
2022-09-16,14.561779041666668
2022-09-17,11.1005289625
2022-09-18,12.759279279166668
2022-09-19,13.201778958333334
2022-09-20,12.176779062500001
2022-09-21,12.220529029166668
2022-09-22,12.500945433333333
2022-09-23,15.421779258333332
2022-09-24,15.980529124999999
2022-09-25,14.455945645833333
2022-09-26,13.690112458333333
2022-09-27,10.627612291666667
2022-09-28,10.725112375
2022-09-29,10.2996956875
2022-09-30,11.519695650000001
2022-10-01,13.148029083333334
2022-10-02,16.12386239583333
2022-10-03,14.566779062499998
2022-10-04,14.52594575
2022-10-05,17.419279125
2022-10-06,16.0026126875
2022-10-07,16.53594575
2022-10-08,15.839279020833333
2022-10-09,12.962195633333332
2022-10-10,17.86136225
2022-10-11,16.134695958333335
2022-10-12,15.093029166666668
2022-10-13,15.0138624375
2022-10-14,15.231779104166668
2022-10-15,17.6980293125
2022-10-16,18.118862354166666
2022-10-17,19.5226125
2022-10-18,19.497196083333332
2022-10-19,17.0451125
2022-10-20,16.984695770833333
2022-10-21,17.61552920833333
2022-10-22,17.43136225
2022-10-23,16.860529166666666
2022-10-24,17.860946000000002
2022-10-25,15.965945708333335
2022-10-26,17.585529041666668
2022-10-27,17.693029166666665
2022-10-28,19.63886258333333
2022-10-29,19.5863625
2022-10-30,18.981362583333333
2022-10-31,17.157195895833333
2022-11-01,15.322612375
2022-11-02,12.896779020833334
2022-11-03,11.949695675000001
2022-11-04,10.2792789875
2022-11-05,8.477612108333334
2022-11-06,8.969695525
2022-11-07,12.862612229166666
2022-11-08,11.882612095833332
